Layer_ID,Layer_Name_TH,Geometry_Type,Template_File,Field_Name,Field_Label_TH,Data_Type,Description,Allowed_Values_Examples,Required,Responsible_Division
11,สถานที่สำคัญ (POI),Point,template_poi.geojson,category,หมวดหมู่สถานที่,String,กลุ่มประเภทของสถานที่,hospital (รพ.) / clinic (คลินิก) / school (โรงเรียน) / temple (วัด) / market (ตลาด) / transport (ขนส่ง) / government (ราชการ) / park (สวนสาธารณะ) / bank (ธนาคาร),บังคับ,สำนักปลัด
11,สถานที่สำคัญ (POI),Point,template_poi.geojson,description_th,รายละเอียดการบริการ,String,คำอธิบายลักษณะการให้บริการ,โรงพยาบาลชุมชนระดับแม่ข่าย ให้บริการ 24 ชม.,ไม่บังคับ,สำนักปลัด
11,สถานที่สำคัญ (POI),Point,template_poi.geojson,phone,เบอร์โทรศัพท์ติดต่อ,String,หมายเลขโทรศัพท์ของสถานที่,054-613111,ไม่บังคับ,สำนักปลัด
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,id,รหัสสายทาง,String,รหัสประจำสายทางถนน,road-main-01,บังคับ,กองช่าง (งานก่อสร้างและผังเมือง)
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,name_th,ชื่อสายทาง (ไทย),String,ชื่อถนนหรือซอย,ถนนเทศบาล 1 (สายประธาน),บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,category,ลำดับชั้นสายทาง,String,ระดับความสำคัญของถนน,highway (ทางหลวงแผ่นดิน) / rural_road (ทางหลวงชนบท) / main_road (สายประธานเทศบาล) / collector_road (สายรอง) / local_road (ถนนซอย) / agri_road (ถนนเพื่อการเกษตร),บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,surface_type,ชนิดผิวจราจร,String,วัสดุผิวทาง,asphalt (ลาดยางแอสฟัลต์) / concrete (คอนกรีต คสล.) / gravel (ลูกรัง) / dirt (ดิน),บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,condition,สภาพผิวจราจร,String,ระดับความสมบูรณ์ของผิวถนน,good (ดี) / fair (พอใช้) / poor (ชำรุดเป็นหลุมบ่อ),บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,width_m,ความกว้างผิวจราจร (เมตร),Float,ความกว้างของถนน,6.0 / 8.0 / 12.0,บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,right_of_way_m,เขตทางสาธารณะ (เมตร),Float,ความกว้างของเขตทางทั้งหมด,8.0 / 12.0 / 20.0,ไม่บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,lanes,จำนวนช่องจราจร,Integer,จำนวนเลนของถนน,2 / 4,ไม่บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,drainage,สภาพระบบระบายน้ำข้างทาง,String,รูปแบบรางระบายน้ำริมถนน,covered_u_ditch (รางยูมีฝาปิด) / open_u_ditch (รางยูเปิด) / none (ไม่มีรางระบายน้ำ),ไม่บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,lighting,สภาพไฟส่องสว่าง,String,ระบบโคมไฟถนน,led / solar_led / none,ไม่บังคับ,กองช่าง
12,โครงข่ายถนนและคมนาคม,LineString,template_roads_transport.geojson,fiscal_year,ปีงบประมาณปรับปรุง,String,ปี พ.ศ. ที่ดำเนินการก่อสร้าง/ซ่อมแซม,2567,ไม่บังคับ,กองช่าง
13,แหล่งน้ำผิวดิน,Polygon,template_water_bodies.geojson,id,รหัสแหล่งน้ำ,String,รหัสประจำแหล่งน้ำ,water-river-01,บังคับ,กองช่าง / กองสาธารณสุข
13,แหล่งน้ำผิวดิน,Polygon,template_water_bodies.geojson,name_th,ชื่อแหล่งน้ำ,String,ชื่อแม่น้ำ ลำห้วย หรืออ่างเก็บน้ำ,แม่น้ำยม (ช่วงผ่านเทศบาลตำบลเด่นชัย),บังคับ,กองช่าง
13,แหล่งน้ำผิวดิน,Polygon,template_water_bodies.geojson,category,ประเภทแหล่งน้ำ,String,ชนิดของแหล่งน้ำผิวดิน,river (แม่น้ำ) / canal (ลำห้วย/คลอง) / reservoir (อ่างเก็บน้ำ) / pond (สระแก้มลิง/หนองน้ำ) / water_plant (สระพักน้ำดิบประปา),บังคับ,กองช่าง
13,แหล่งน้ำผิวดิน,Polygon,template_water_bodies.geojson,area_sqm,พื้นที่ผิวน้ำ (ตร.ม.),Float,ขนาดพื้นที่ผิวน้ำ,85400.0,ไม่บังคับ,กองช่าง
13,แหล่งน้ำผิวดิน,Polygon,template_water_bodies.geojson,capacity_m3,ความจุกักเก็บน้ำ (ลบ.ม.),Float,ปริมาตรความจุน้ำสูงสุด,250000.0,ไม่บังคับ,กองช่าง / งานป้องกันฯ
13,แหล่งน้ำผิวดิน,Polygon,template_water_bodies.geojson,water_quality,คุณภาพน้ำ,String,สถานะคุณภาพน้ำผิวดิน,good (ดี) / moderate (ปานกลาง) / poor (เสื่อมโทรม),ไม่บังคับ,กองสาธารณสุข
13,แหล่งน้ำผิวดิน,Polygon,template_water_bodies.geojson,purpose,วัตถุประสงค์การใช้งาน,String,การใช้ประโยชน์จากแหล่งน้ำ,อุปโภค-บริโภค / ชลประทาน / หน่วงน้ำหลาก,ไม่บังคับ,กองช่าง
14,ศูนย์บริการประชาชน,Point,template_public_services.geojson,id,รหัสหน่วยบริการ,String,รหัสประจำศูนย์บริการ,svc-01,บังคับ,สำนักปลัด
14,ศูนย์บริการประชาชน,Point,template_public_services.geojson,name_th,ชื่อหน่วยงานบริการ,String,ชื่อจุดบริการประชาชน,งานป้องกันและบรรเทาสาธารณภัย (ดับเพลิงเทศบาลเด่นชัย),บังคับ,สำนักปลัด / งานป้องกันฯ
14,ศูนย์บริการประชาชน,Point,template_public_services.geojson,category,ประเภทบริการ,String,หมวดหมู่งานบริการสาธารณะ,police (ความปลอดภัย) / fire (ดับเพลิงกู้ภัย) / health (สาธารณสุข) / welfare (พัฒนาสังคม) / post (ไปรษณีย์) / waste (สุขาภิบาล),บังคับ,สำนักปลัด
14,ศูนย์บริการประชาชน,Point,template_public_services.geojson,phone,เบอร์โทรศัพท์สายด่วน,String,หมายเลขติดต่อหน่วยบริการ,054-613999,ไม่บังคับ,สำนักปลัด
14,ศูนย์บริการประชาชน,Point,template_public_services.geojson,service_hours,เวลาทำการ,String,ช่วงเวลาเปิดให้บริการประชาชน,24 ชั่วโมง / 08:30 - 16:30 น.,ไม่บังคับ,สำนักปลัด
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,id,รหัสระนาบหลังคา,String,รหัสเฉพาะของ Facet หลังคา,c3_001,บังคับ,งาน AI / กองช่าง
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,building_id,รหัสอาคารที่สังกัด,String,รหัสอาคารแม่ของหลังคา,BLD-0101-001,บังคับ,งาน AI / กองช่าง
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,class_id,รหัสทิศทางหลังคา (1-7),Integer,รหัสจำแนกทิศทางและประเภทหลังคา,1 (N-Roof) / 2 (E-Roof) / 3 (S-Roof) / 4 (W-Roof) / 5 (Flat Roof) / 6 (U-Roof) / 7 (PV Panel),บังคับ,งาน AI / Smart City
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,area_2d,พื้นที่ 2 มิติ (ตร.ม.),Float,พื้นที่แนวราบของหลังคา,120.50,บังคับ,งาน AI
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,area_3d,พื้นที่ 3 มิติจริง (ตร.ม.),Float,พื้นที่ผิวจริงตามความลาดเอียง,128.25,บังคับ,งาน AI
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,slope_deg,มุมลาดเอียง (องศา),Float,มุมความชันของหลังคาเทียบแนวราบ,15.00,บังคับ,งาน AI
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,aspect_deg,ทิศทางการหัน (องศา),Float,มุมอะซิมุทที่หลังคาหันไป (0-360),180.00 (ทิศใต้),บังคับ,งาน AI
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,capacity_kwp,กำลังผลิตติดตั้ง (kWp),Float,ศักยภาพการติดตั้งแผงโซลาร์เซลล์,25.65,บังคับ,งาน AI / Smart City
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,energy_kwh,พลังงานที่ผลิตได้ (kWh/ปี),Float,ประมาณการหน่วยไฟฟ้าที่ผลิตได้ต่อปี,37240.00,บังคับ,งาน AI / Smart City
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,savings_thb,ประหยัดค่าไฟ (บาท/ปี),Float,ยอดเงินค่าไฟฟ้าที่ประหยัดได้ต่อปี,167580.00,บังคับ,Smart City / ผู้บริหาร
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,co2_reduction_kg,ลดก๊าซเรือนกระจก (kgCO2/ปี),Float,ปริมาณคาร์บอนไดออกไซด์ที่ลดได้ต่อปี,18620.00,ไม่บังคับ,Smart City / สิ่งแวดล้อม
15,ศักยภาพโซลาร์เซลล์หลังคา,Polygon,template_solar_rooftops.geojson,payback_years,ระยะเวลาคืนทุน (ปี),Float,ประมาณการระยะเวลาคืนทุนการลงทุน,4.8,ไม่บังคับ,Smart City / ผู้บริหาร
16,แนวเขตการปกครองเทศบาล,Polygon,template_municipal_boundary.geojson,admin_id,รหัสเขตการปกครอง,String,รหัสราชการตามกรมการปกครอง,ADM-540501,บังคับ,สำนักปลัด
16,แนวเขตการปกครองเทศบาล,Polygon,template_municipal_boundary.geojson,name_th,ชื่อองค์กรปกครองท้องถิ่น,String,ชื่อเทศบาลภาษาไทย,เทศบาลตำบลเด่นชัย,บังคับ,สำนักปลัด
16,แนวเขตการปกครองเทศบาล,Polygon,template_municipal_boundary.geojson,name_en,ชื่อภาษาอังกฤษ,String,ชื่อเทศบาลภาษาอังกฤษ,Den Chai Sub-district Municipality,ไม่บังคับ,สำนักปลัด
16,แนวเขตการปกครองเทศบาล,Polygon,template_municipal_boundary.geojson,amphoe_th,อำเภอ,String,ชื่ออำเภอ,อำเภอเด่นชัย,บังคับ,สำนักปลัด
16,แนวเขตการปกครองเทศบาล,Polygon,template_municipal_boundary.geojson,province_th,จังหวัด,String,ชื่อจังหวัด,จังหวัดแพร่,บังคับ,สำนักปลัด
16,แนวเขตการปกครองเทศบาล,Polygon,template_municipal_boundary.geojson,area_sqkm,พื้นที่รับผิดชอบ (ตร.กม.),Float,ขนาดพื้นที่รวมทั้งหมดของเทศบาล,26.50,ไม่บังคับ,กองช่าง
16,แนวเขตการปกครองเทศบาล,Polygon,template_municipal_boundary.geojson,population,ประชากร (คน),Integer,จำนวนประชากรตามทะเบียนราษฎร์รวม,12850,ไม่บังคับ,สำนักปลัด
16,แนวเขตการปกครองเทศบาล,Polygon,template_municipal_boundary.geojson,households,จำนวนบ้าน (หลัง),Integer,จำนวนหลังคาเรือนทั้งหมดในเขตเทศบาล,4620,ไม่บังคับ,สำนักปลัด
